"prod-descr";"prod-marca";"prod-URL";"prod-preco";"prod-detalhe";"prod-comentario";"prod-aval";"data_ref";"spo-temp";"spo-umid";"spo-uv";"bra-temp";"bra-umid";"bra-uv";"pve-temp";"pve-umid";"pve-uv";"flo-temp";"flo-umid";"flo-uv";"rj-temp";"rj-umid";"rj-uv"
" Peel Line  Prod-D Anti-Oleosidade FPS 50 - Protetor Solar Facial 50g ";" Peel Line ";"https://www.belezanaweb.com.br/peel-line-prodd-antioleosidade-fps-50-protetor-solar-facial-50g/";"103,90";"Protetor solar facial. Peel Line Prod-D Anti-Oleosidade FPS 50 previne a degradação de Colágeno na pele com toque seco e não pegajoso, garantindo proteção digital contra a luz azul e invisível e ação antipoluição, antioxidante, antioleosidade e antiacne.O Protetor Solar Facial Peel Line Prod-D Anti-Oleosidade FPS 50 é formulado com ativos antioxidantes que formam um filme de proteção sobre a pele prevenindo os indesejáveis danos dos radicais livres. Protege da radiação digital e da luz azul, prevenindo danos ocasionados pelo uso excessivo de celulares, tablets, computadores e TV. Dermatologicamente testado.";;"<!doctypehtml><htmldir=""ltr""lang=""pt-br""class=""""><head><metacharset=""UTF-8""><basehref=""/";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Darrow  Actine FPS60 - Protetor Solar com Cor 40g ";" Darrow ";"https://www.belezanaweb.com.br/darrow-actine-fps60-protetor-solar-com-cor-40g/";"76,90";"Filtro solar para peles oleosas e acneicas. Darrow Actine FPS60 garante ação antioleosidade, alta proteção e uniformização da pele.O Protetor Solar com Cor Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer os melhores cuidados em controle de oleosidade.O Protetor Solar Actine FPS60 além da altíssima proteção, conta ainda com ação direta no combate aos radicais livres - prevenindo o envelhecimento precoce - e tecnologia Smart Color, com cor que se adapta a todos os tons de pele. O resultado é de uma pele com tom igualado, proteção garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos e perfume, não comedogênica e não testada em animais.";"o cheiro é horrível não gostei, e a textura na pele fica meio grosseira, não é um protetor leve.";"4.3";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Darrow  Actine FPS60 - Protetor Solar com Cor 40g ";" Darrow ";"https://www.belezanaweb.com.br/darrow-actine-fps60-protetor-solar-com-cor-40g/";"76,90";"Filtro solar para peles oleosas e acneicas. Darrow Actine FPS60 garante ação antioleosidade, alta proteção e uniformização da pele.O Protetor Solar com Cor Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer os melhores cuidados em controle de oleosidade.O Protetor Solar Actine FPS60 além da altíssima proteção, conta ainda com ação direta no combate aos radicais livres - prevenindo o envelhecimento precoce - e tecnologia Smart Color, com cor que se adapta a todos os tons de pele. O resultado é de uma pele com tom igualado, proteção garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos e perfume, não comedogênica e não testada em animais.";"Adoro esse filtro, ótimo custo benefício, é leve (diferente da Vichy), pouco inferior ao da Isdin, mas não se compara ao custo. Dura minha pele que é mista cerca de 5h, depois ele vai sumindo a cor";"4.3";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Darrow  Actine FPS60 - Protetor Solar com Cor 40g ";" Darrow ";"https://www.belezanaweb.com.br/darrow-actine-fps60-protetor-solar-com-cor-40g/";"76,90";"Filtro solar para peles oleosas e acneicas. Darrow Actine FPS60 garante ação antioleosidade, alta proteção e uniformização da pele.O Protetor Solar com Cor Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer os melhores cuidados em controle de oleosidade.O Protetor Solar Actine FPS60 além da altíssima proteção, conta ainda com ação direta no combate aos radicais livres - prevenindo o envelhecimento precoce - e tecnologia Smart Color, com cor que se adapta a todos os tons de pele. O resultado é de uma pele com tom igualado, proteção garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos e perfume, não comedogênica e não testada em animais.";"PERFEITO!!!";"4.3";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Darrow  Actine FPS60 - Protetor Solar com Cor 40g ";" Darrow ";"https://www.belezanaweb.com.br/darrow-actine-fps60-protetor-solar-com-cor-40g/";"76,90";"Filtro solar para peles oleosas e acneicas. Darrow Actine FPS60 garante ação antioleosidade, alta proteção e uniformização da pele.O Protetor Solar com Cor Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer os melhores cuidados em controle de oleosidade.O Protetor Solar Actine FPS60 além da altíssima proteção, conta ainda com ação direta no combate aos radicais livres - prevenindo o envelhecimento precoce - e tecnologia Smart Color, com cor que se adapta a todos os tons de pele. O resultado é de uma pele com tom igualado, proteção garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos e perfume, não comedogênica e não testada em animais.";"Adorei a cor ficou ótima em mim, não deixou minha pele oleosa e proteje muito";"4.3";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Darrow  Actine FPS60 - Protetor Solar com Cor 40g ";" Darrow ";"https://www.belezanaweb.com.br/darrow-actine-fps60-protetor-solar-com-cor-40g/";"76,90";"Filtro solar para peles oleosas e acneicas. Darrow Actine FPS60 garante ação antioleosidade, alta proteção e uniformização da pele.O Protetor Solar com Cor Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer os melhores cuidados em controle de oleosidade.O Protetor Solar Actine FPS60 além da altíssima proteção, conta ainda com ação direta no combate aos radicais livres - prevenindo o envelhecimento precoce - e tecnologia Smart Color, com cor que se adapta a todos os tons de pele. O resultado é de uma pele com tom igualado, proteção garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos e perfume, não comedogênica e não testada em animais.";"Mto bom, cobre bem as imperfeições, e não é oleoso na pele";"4.3";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-airlicium-fps-70-cor-30-protetor-solar-facial-com-cor-40g/";"102,90";"Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS 70 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium FPS 70 possui toque seco, rápida absorção e espalhabilidade, cobertura natural e uniforme. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.";"Amo os produtos dessa marca, os que já usei são ótimos, e juntou produto bom e valor melhor ainda, não tem como ser ruim.";"4";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-airlicium-fps-70-cor-30-protetor-solar-facial-com-cor-40g/";"102,90";"Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS 70 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium FPS 70 possui toque seco, rápida absorção e espalhabilidade, cobertura natural e uniforme. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.";"Preço ótimo, produto de boa cobertura";"4";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-airlicium-fps-70-cor-30-protetor-solar-facial-com-cor-40g/";"102,90";"Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS 70 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium FPS 70 possui toque seco, rápida absorção e espalhabilidade, cobertura natural e uniforme. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.";"Nao tem cobertura , parece que acumula nos poros da pele , nao espalha direito , me arrependi de ter comprado . Foi por indicaçao de dermatologista , mas o produto nao entrega o que promete . e se voce transpirar , pior ainda , vai parecer que passou massa de modelar no rosto";"4";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-airlicium-fps-70-cor-30-protetor-solar-facial-com-cor-40g/";"102,90";"Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS 70 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium FPS 70 possui toque seco, rápida absorção e espalhabilidade, cobertura natural e uniforme. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.";"Foi super facil de pedir e a entrega foi rápida, chegando na data que precisava antes de viajar. O produto é ótimo, é o que mais uso.";"4";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" La Roche-Posay  Anthelios Airlicium FPS 70 Cor 3.0 - Protetor Solar Facial com Cor 40g ";" La Roche-Posay ";"https://www.belezanaweb.com.br/la-rocheposay-anthelios-airlicium-fps-70-cor-30-protetor-solar-facial-com-cor-40g/";"102,90";"Protetor solar facial com cor. La Roche-Posay Anthelios Airlicium FPS 70 oferece cuidado diário para a pele e ação antioleosidade.O Protetor Solar Facial com Cor La Roche-Posay Anthelios Airlicium FPS 70 possui toque seco, rápida absorção e espalhabilidade, cobertura natural e uniforme. Sua fórmula conta com a Tecnologia Airlicium, que auxilia no controle da oleosidade e Água Termal de La Roche-Posay, com propriedades naturalmente calmantes e antioxidantes.";"Não espalha bem e nem fixa/absorve direito. Se desfaz com suor. Não compraria novamente. Dinheiro jogado fora. Não recomendo";"4";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ";" Cicatricure ";"https://www.belezanaweb.com.br/cicatricure-antissinais-fps50-cor-media-protetor-solar-facial-com-cor-40g/";"61,45";"Protetor solar facial com cor. Previne os sinais visíveis do envelhecimento causados pelo sol, como rugas, linhas e marcas solares. O Protetor Solar Facial com Cor Cicatricure Antissinais FPS50 é ideal para uso diário e auxilia na prevenção dos sinais de envelhecimento relacionados à exposição solar, como marcas solares, rugas e linhas de expressão. Sua tecnologia foi desenvolvida para proporcionar uma alta proteção contra os raios UVA e UVB, graças à sua fórmula com Ácido Hialurônico e Pró-Colágeno. Ele também é dermatologicamente testado e resistente à água e ao suor. E por ter cor, oferece cobertura natural das imperfeições da pele, com um toque seco e efeito matte instantâneo.";;"<!doctypehtml><htmldir=""ltr""lang=""pt-br""class=""""><head><metacharset=""UTF-8""><basehref=""/";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Peel Line  Pro-D Anti Ox FPS 50 - Protetor Solar Facial 50g ";" Peel Line ";"https://www.belezanaweb.com.br/peel-line-prod-anti-ox-fps-50-protetor-solar-facial-50g/";"99,90";"Protetor solar facial. Peel Line Pro-D Anti Ox FPS 50 previne danos ao Colágeno e Elastina com toque seco e não pegajoso, com ação antioxidante, antiglicante, antipoluição e antirradicais livres.O Protetor Solar Facial Peel Line Pro-D Anti Ox FPS 50 é altamente concentrado, sendo o único no mercado com Vitamina D, que ajuda a proteger contra danos do sol, além de sua ação antipoluição e antiglicante, ideal para quem tem diabéticos. Dermatologicamente testado.";;"3";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Avène  Mat Perfect FPS 60 - Protetor Solar com Cor 40g ";" Avène ";"https://www.belezanaweb.com.br/avene-mat-perfect-fps-60-protetor-solar-com-cor-40g/";"93,90";"Protetor solar facial com cor, para peles sensíveis mistas a oleosas. Avène Mat Perfect Fluido com Cor FPS 60, ação matificante por 12 horas e uniformiza o tom da pele.O Protetor Solar Avène Mat Perfect Fluido com Cor FPS 60 possui textura oil-free de toque seco que o torna super confortável de usar. Além disso, traz uma tecnologia que absorve 3x mais rápido a oleosidade e 16x mais rápido o suor.Além de contar com um blend de pigmentos com alto poder de cobertura das irregularidades da pele e dos poros, esse protetor Avène possui uma fórmula rica em Pré-tocoferil, um potente antioxidante que age em sinergia com o Ascorbil Glucosídeo, precursor da vitamina C, para uma proteção reforçada contra os radicais livres.";"Faz 20 dias que estou usando ainda não da para avaliar.";"4.6";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Avène  Mat Perfect FPS 60 - Protetor Solar com Cor 40g ";" Avène ";"https://www.belezanaweb.com.br/avene-mat-perfect-fps-60-protetor-solar-com-cor-40g/";"93,90";"Protetor solar facial com cor, para peles sensíveis mistas a oleosas. Avène Mat Perfect Fluido com Cor FPS 60, ação matificante por 12 horas e uniformiza o tom da pele.O Protetor Solar Avène Mat Perfect Fluido com Cor FPS 60 possui textura oil-free de toque seco que o torna super confortável de usar. Além disso, traz uma tecnologia que absorve 3x mais rápido a oleosidade e 16x mais rápido o suor.Além de contar com um blend de pigmentos com alto poder de cobertura das irregularidades da pele e dos poros, esse protetor Avène possui uma fórmula rica em Pré-tocoferil, um potente antioxidante que age em sinergia com o Ascorbil Glucosídeo, precursor da vitamina C, para uma proteção reforçada contra os radicais livres.";"Meu protetor favorito. Deixa a pele bem uniforme, esconde manchas e ainda protege.";"4.6";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Avène  Mat Perfect FPS 60 - Protetor Solar com Cor 40g ";" Avène ";"https://www.belezanaweb.com.br/avene-mat-perfect-fps-60-protetor-solar-com-cor-40g/";"93,90";"Protetor solar facial com cor, para peles sensíveis mistas a oleosas. Avène Mat Perfect Fluido com Cor FPS 60, ação matificante por 12 horas e uniformiza o tom da pele.O Protetor Solar Avène Mat Perfect Fluido com Cor FPS 60 possui textura oil-free de toque seco que o torna super confortável de usar. Além disso, traz uma tecnologia que absorve 3x mais rápido a oleosidade e 16x mais rápido o suor.Além de contar com um blend de pigmentos com alto poder de cobertura das irregularidades da pele e dos poros, esse protetor Avène possui uma fórmula rica em Pré-tocoferil, um potente antioxidante que age em sinergia com o Ascorbil Glucosídeo, precursor da vitamina C, para uma proteção reforçada contra os radicais livres.";"Achei que o produto não entrega o que propõe, não é toque seco e também não tem o acabamento mate. Tem uma textura mais oleosa, quase como um protetor comum e o acabamento fica brilhoso, meio iluminado, não é mate! A cobertura da cor é mais líquida/fluída, cobre pouca coisa (eu tenho melasma e manchinhas) e a cor fica bem escura (pra mim que sou branquinha não dá pra usar só ele, porque fica como manchado, mais escuro). Então, comparando com outros protetores toques seco e mate, não cumpre o que promete.";"4.6";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Avène  Mat Perfect FPS 60 - Protetor Solar com Cor 40g ";" Avène ";"https://www.belezanaweb.com.br/avene-mat-perfect-fps-60-protetor-solar-com-cor-40g/";"93,90";"Protetor solar facial com cor, para peles sensíveis mistas a oleosas. Avène Mat Perfect Fluido com Cor FPS 60, ação matificante por 12 horas e uniformiza o tom da pele.O Protetor Solar Avène Mat Perfect Fluido com Cor FPS 60 possui textura oil-free de toque seco que o torna super confortável de usar. Além disso, traz uma tecnologia que absorve 3x mais rápido a oleosidade e 16x mais rápido o suor.Além de contar com um blend de pigmentos com alto poder de cobertura das irregularidades da pele e dos poros, esse protetor Avène possui uma fórmula rica em Pré-tocoferil, um potente antioxidante que age em sinergia com o Ascorbil Glucosídeo, precursor da vitamina C, para uma proteção reforçada contra os radicais livres.";"Achei ele bem parecido com o da Actine, porém, com o toque mais seco quando seca, o que eu destacaria como um ponto muito positivo. No entanto, achei a cobertura um pouco deficiente e acredito que poderia ser melhor";"4.6";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Avène  Mat Perfect FPS 60 - Protetor Solar com Cor 40g ";" Avène ";"https://www.belezanaweb.com.br/avene-mat-perfect-fps-60-protetor-solar-com-cor-40g/";"93,90";"Protetor solar facial com cor, para peles sensíveis mistas a oleosas. Avène Mat Perfect Fluido com Cor FPS 60, ação matificante por 12 horas e uniformiza o tom da pele.O Protetor Solar Avène Mat Perfect Fluido com Cor FPS 60 possui textura oil-free de toque seco que o torna super confortável de usar. Além disso, traz uma tecnologia que absorve 3x mais rápido a oleosidade e 16x mais rápido o suor.Além de contar com um blend de pigmentos com alto poder de cobertura das irregularidades da pele e dos poros, esse protetor Avène possui uma fórmula rica em Pré-tocoferil, um potente antioxidante que age em sinergia com o Ascorbil Glucosídeo, precursor da vitamina C, para uma proteção reforçada contra os radicais livres.";"Indicação da minha dermatologista para tratamento de pele acneica, a cor e bem leve e neutra. Perfeito";"4.6";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-sensitive-fps-30-protetor-solar-160ml/";"98,90";"Protetor solar para pele sensível. Sunmax Sensitive FPS 30 oferece proteção alta proteção UVA e UVB, além de conferir ação hidratante.O Protetor Solar Sunmax Sensitive FPS 30 contém filtros solares que proporcionam à pele extremamente sensível proteção contra queimaduras solares, através do bloqueio da ação nociva da radiação UVA e UVB, além de hidratar por até? 8 horas devido a? exclusiva tecnologia SolHydra. Possui fórmula hipoalergênica, oil free e textura leve em gel-creme de rápida absorção.";"Ótimo preço.";"4.2";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
" Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ";" Sunmax ";"https://www.belezanaweb.com.br/sunmax-sensitive-fps-30-protetor-solar-160ml/";"98,90";"Protetor solar para pele sensível. Sunmax Sensitive FPS 30 oferece proteção alta proteção UVA e UVB, além de conferir ação hidratante.O Protetor Solar Sunmax Sensitive FPS 30 contém filtros solares que proporcionam à pele extremamente sensível proteção contra queimaduras solares, através do bloqueio da ação nociva da radiação UVA e UVB, além de hidratar por até? 8 horas devido a? exclusiva tecnologia SolHydra. Possui fórmula hipoalergênica, oil free e textura leve em gel-creme de rápida absorção.";"PRODUTO DE OTIMA QUALIDADE";"4.2";"05/09/2024 08:12:25";20.4;60;8;16.3;55;8;26;84;8;16.2;82;4;21.3;100;8
